,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-05,32.713165283203125,10978.4599609375,287.9975280761719,118.35250854492188,0.37896400690078735,32.713165283203125,10978.4599609375,287.9975280761719,118.35250854492188,0.37896400690078735,33.64065933227539,11395.6611328125,293.921142578125,120.64836883544922,0.3887290060520172,32.44529342651367,10874.96484375,282.6947021484375,117.1535873413086,0.37561100721359253,32.99928283691406,11203.1025390625,284.38092041015625,119.83766174316406,0.3887290060520172,232575484,23838480210,8723493015,4110868217,1286860595
2019-07-06,32.530941009521484,11208.55078125,287.547119140625,117.82362365722656,0.3890550136566162,32.530941009521484,11208.55078125,287.547119140625,117.82362365722656,0.3890550136566162,33.31924057006836,11620.96484375,295.9914245605469,121.29405975341797,0.40837401151657104,32.47943878173828,10982.5439453125,286.6658630371094,117.32711791992188,0.3784630000591278,32.711334228515625,10982.5439453125,287.8938293457031,118.37871551513672,0.3791390061378479,187247411,21092024306,7674615025,3484378308,1521409875
2019-07-07,33.24106216430664,11450.8466796875,305.7005615234375,120.32087707519531,0.3970470130443573,33.24106216430664,11450.8466796875,305.7005615234375,120.32087707519531,0.3970470130443573,33.492958068847656,11541.6201171875,310.1393127441406,120.32526397705078,0.3988870084285736,32.450660705566406,11148.8046875,286.10919189453125,117.6410903930664,0.38762399554252625,32.52163314819336,11217.6162109375,287.6036071777344,118.02600860595703,0.38950300216674805,198859381,19369044277,8119724981,3348662401,1210813690
2019-07-08,33.46968078613281,12285.9580078125,313.25140380859375,123.28548431396484,0.40153300762176514,33.46968078613281,12285.9580078125,313.25140380859375,123.28548431396484,0.40153300762176514,34.25031280517578,12345.8330078125,314.26788330078125,125.08201599121094,0.40268999338150024,33.097660064697266,11393.3740234375,303.5004577636719,118.59856414794922,0.3923279941082001,33.26350021362305,11446.5966796875,305.7347717285156,120.28349304199219,0.39726099371910095,257698795,23482551458,9078905628,3803750017,1253488309
2019-07-09,32.70764923095703,12573.8125,308.8810119628906,119.43281555175781,0.3941679894924164,32.70764923095703,12573.8125,308.8810119628906,119.43281555175781,0.3941679894924164,33.95130157470703,12779.1318359375,318.2231140136719,124.16542053222656,0.40654900670051575,32.533199310302734,12233.26171875,305.28582763671875,118.22809600830078,0.3912859857082367,33.47127914428711,12284.326171875,313.3251647949219,123.24710083007812,0.4016450047492981,210904382,28167921523,10055159803,3785641025,1413299253
2019-07-10,31.47737693786621,12156.5126953125,290.0023193359375,108.50025939941406,0.36377501487731934,31.47737693786621,12156.5126953125,290.0023193359375,108.50025939941406,0.36377501487731934,32.974998474121094,13129.529296875,313.0694580078125,120.10431671142578,0.39792001247406006,30.956918716430664,11710.978515625,285.5657958984375,103.82218933105469,0.35207799077033997,32.70317840576172,12571.537109375,308.8512878417969,119.5009994506836,0.3948569893836975,270511687,33627574244,11679985167,4699511838,2300685763
2019-07-11,29.641971588134766,11358.662109375,268.70404052734375,102.64430236816406,0.33033499121665955,29.641971588134766,11358.662109375,268.70404052734375,102.64430236816406,0.33033499121665955,31.79955291748047,12144.623046875,290.02105712890625,108.57040405273438,0.36363399028778076,28.913053512573242,11158.9228515625,266.09466552734375,97.28199768066406,0.32292601466178894,31.503982543945312,12139.7138671875,289.94598388671875,108.57040405273438,0.3634459972381592,251161946,28595327690,10216287022,4633853162,2056220396
2019-07-12,31.6943302154541,11815.986328125,276.2767028808594,105.30005645751953,0.34411799907684326,31.6943302154541,11815.986328125,276.2767028808594,105.30005645751953,0.34411799907684326,32.21329116821289,11905.4873046875,278.8555908203125,106.3561019897461,0.34978899359703064,29.34087371826172,11179.14453125,268.0000305175781,101.21263122558594,0.32329800724983215,29.653322219848633,11354.2998046875,268.6922607421875,102.82732391357422,0.33034300804138184,417842730,23534692797,8148936015,3611846208,1641965115
2019-07-13,31.506933212280273,11392.37890625,269.45880126953125,101.02479553222656,0.3321790099143982,31.506933212280273,11392.37890625,269.45880126953125,101.02479553222656,0.3321790099143982,32.3936653137207,11841.95703125,276.68524169921875,105.59156799316406,0.34508299827575684,30.508289337158203,10908.4794921875,263.0682678222656,98.0140380859375,0.3252890110015869,31.71049690246582,11813.126953125,276.28912353515625,105.28663635253906,0.3447040021419525,273938894,21042616384,6716829429,3353538171,1076509239
2019-07-14,28.92428207397461,10256.05859375,227.57806396484375,89.77047729492188,0.3064259886741638,28.92428207397461,10256.05859375,227.57806396484375,89.77047729492188,0.3064259886741638,31.648866653442383,11451.2041015625,269.6412353515625,101.68443298339844,0.3348639905452728,28.851699829101562,10234.576171875,227.2692108154297,88.80690002441406,0.30532601475715637,31.546743392944336,11381.0205078125,269.2816162109375,101.10679626464844,0.3326849937438965,299523499,22486000001,8578339386,3717531246,1365358144
2019-07-15,28.393447875976562,10895.08984375,229.7760009765625,90.9229736328125,0.315310001373291,28.393447875976562,10895.08984375,229.7760009765625,90.9229736328125,0.315310001373291,29.0072078704834,11052.7666015625,235.02565002441406,92.63166046142578,0.32178300619125366,27.248016357421875,9992.0068359375,210.39126586914062,85.68106842041016,0.2986690104007721,28.931217193603516,10257.8388671875,227.96505737304688,89.85773468017578,0.3065750002861023,384045964,25384047207,9723674244,3570361793,1638295919
2019-07-16,25.525009155273438,9477.6416015625,199.1886749267578,79.49993133544922,0.2967259883880615,25.525009155273438,9477.6416015625,199.1886749267578,79.49993133544922,0.2967259883880615,29.296754837036133,10996.6328125,234.5138397216797,92.06021118164062,0.3202419877052307,25.497949600219727,9448.1064453125,197.37789916992188,77.49899291992188,0.29129400849342346,28.37727928161621,10896.6533203125,229.7486572265625,90.90007019042969,0.3151859939098358,439515318,24151199070,9036620494,3703346636,1527503243
2019-07-17,27.219600677490234,9693.802734375,211.48497009277344,89.81072235107422,0.3106130063533783,27.219600677490234,9693.802734375,211.48497009277344,89.81072235107422,0.3106130063533783,27.948087692260742,9963.134765625,217.9756317138672,93.04772186279297,0.32218098640441895,24.903644561767578,9163.134765625,193.99041748046875,77.49747467041016,0.29455000162124634,25.51922035217285,9471.2138671875,199.06678771972656,79.4073257446289,0.29676198959350586,572389805,24569921549,9387747640,4616360556,2478342585
2019-07-18,28.92281150817871,10666.482421875,226.566162109375,101.08541870117188,0.32317599654197693,28.92281150817871,10666.482421875,226.566162109375,101.08541870117188,0.32317599654197693,29.15920066833496,10736.8427734375,229.23939514160156,103.1461181640625,0.32650598883628845,26.937095642089844,9376.798828125,208.03773498535156,87.44803619384766,0.30662399530410767,27.257734298706055,9698.5029296875,211.44461059570312,89.69473266601562,0.31074801087379456,711895799,25187024648,9327816059,4890332056,1460358426
2019-07-19,29.078393936157227,10530.732421875,221.3334197998047,98.40265655517578,0.32060500979423523,29.078393936157227,10530.732421875,221.3334197998047,98.40265655517578,0.32060500979423523,29.77911376953125,10716.98046875,226.9404754638672,101.17887878417969,0.32450899481773376,28.42498207092285,10229.62890625,215.83824157714844,95.72212219238281,0.3141469955444336,28.92281150817871,10653.9560546875,226.65769958496094,101.08193969726562,0.32296401262283325,483963124,20727426310,7606433131,3983990085,1181194676
2019-07-20,30.872243881225586,10767.1396484375,229.1192169189453,100.60993957519531,0.33320900797843933,30.872243881225586,10767.1396484375,229.1192169189453,100.60993957519531,0.33320900797843933,31.185453414916992,11048.662109375,234.19845581054688,104.61331939697266,0.34047698974609375,29.065610885620117,10451.2763671875,221.18948364257812,97.70774841308594,0.3200789988040924,29.085664749145508,10525.8193359375,221.41265869140625,98.45692443847656,0.3204900026321411,367891866,20206615155,7976245988,3771308934,1288327249
2019-07-21,30.519542694091797,10599.10546875,225.63076782226562,99.6275863647461,0.3313089907169342,30.519542694091797,10599.10546875,225.63076782226562,99.6275863647461,0.3313089907169342,31.31201934814453,10841.8876953125,229.86166381835938,101.46703338623047,0.33586999773979187,29.640697479248047,10389.599609375,219.0277557373047,96.9504165649414,0.32330799102783203,30.92316436767578,10777.529296875,229.16769409179688,100.50656127929688,0.33368200063705444,285097790,17130580467,6685082868,2829054215,1045044900
2019-07-22,30.634586334228516,10343.1064453125,217.5600128173828,95.41738891601562,0.3221060037612915,30.634586334228516,10343.1064453125,217.5600128173828,95.41738891601562,0.3221060037612915,32.1058349609375,10651.791015625,226.86257934570312,100.2451171875,0.33166998624801636,29.811927795410156,10154.921875,213.44837951660156,92.30303955078125,0.31813299655914307,30.537548065185547,10596.9482421875,225.6986541748047,99.55789184570312,0.33136799931526184,416965642,16334414913,6338843919,2693989249,1079720970
2019-07-23,29.585195541381836,9900.767578125,212.728515625,90.62262725830078,0.30992600321769714,29.585195541381836,9900.767578125,212.728515625,90.62262725830078,0.30992600321769714,30.762943267822266,10346.748046875,218.51805114746094,95.47981262207031,0.32234901189804077,29.25984001159668,9883.5947265625,209.63812255859375,89.44454193115234,0.30765199661254883,30.64238929748535,10346.748046875,217.56846618652344,95.40665435791016,0.32226699590682983,324109274,17851916995,6976091534,2700924026,1015322888
2019-07-24,29.16371726989746,9811.92578125,217.04637145996094,94.3096694946289,0.3159469962120056,29.16371726989746,9811.92578125,217.04637145996094,94.3096694946289,0.3159469962120056,29.632328033447266,9908.796875,217.53543090820312,96.41960906982422,0.31647101044654846,28.211214065551758,9614.306640625,203.89340209960938,88.1529312133789,0.3052760064601898,29.575376510620117,9887.73046875,212.55381774902344,90.46114349365234,0.3098849952220917,265315497,17398734322,7168982843,3247150970,1222619064
2019-07-25,29.002431869506836,9911.841796875,219.6179962158203,93.44631958007812,0.31481000781059265,29.002431869506836,9911.841796875,219.6179962158203,93.44631958007812,0.31481000781059265,29.547565460205078,10154.25390625,224.2541961669922,95.84864807128906,0.32136300206184387,28.69722557067871,9773.95703125,216.13514709472656,92.47152709960938,0.3138810098171234,29.13006591796875,9809.0966796875,216.9691162109375,94.35980987548828,0.31585898995399475,248126220,15821952090,6731281160,2690273677,1086214216
2019-07-26,28.979188919067383,9870.3037109375,219.62960815429688,94.30501556396484,0.323529988527298,28.979188919067383,9870.3037109375,219.62960815429688,94.30501556396484,0.323529988527298,29.1534366607666,9916.517578125,220.23638916015625,94.54645538330078,0.32450801134109497,28.544099807739258,9717.982421875,214.1256866455078,90.75366973876953,0.3097200095653534,28.993568420410156,9913.126953125,219.6281280517578,93.41134643554688,0.31474000215530396,231263489,14495714483,5729852178,2260844511,1039753781
2019-07-27,27.8856258392334,9477.677734375,207.40830993652344,88.88902282714844,0.3105280101299286,27.8856258392334,9477.677734375,207.40830993652344,88.88902282714844,0.3105280101299286,29.358539581298828,10167.3203125,223.5172576904297,95.6519775390625,0.3262850046157837,27.579469680786133,9411.521484375,204.9039306640625,87.69709014892578,0.30730101466178894,28.979188919067383,9871.1650390625,219.6176300048828,94.31610870361328,0.3235119879245758,191655093,16817809536,6257703908,2626517608,1163969614
2019-07-28,27.83517074584961,9552.8603515625,211.18655395507812,89.76933288574219,0.31228798627853394,27.83517074584961,9552.8603515625,211.18655395507812,89.76933288574219,0.31228798627853394,27.93096160888672,9575.544921875,212.04183959960938,90.41407775878906,0.31277400255203247,26.969505310058594,9252.296875,202.25289916992188,85.35436248779297,0.30410999059677124,27.89958953857422,9491.626953125,207.4137725830078,88.8858871459961,0.31063100695610046,163990878,13738687093,5504887934,2460180908,846655034
2019-07-29,27.203271865844727,9519.1455078125,211.26805114746094,90.42642211914062,0.3106580078601837,27.203271865844727,9519.1455078125,211.26805114746094,90.42642211914062,0.3106580078601837,27.875608444213867,9681.6484375,213.9320526123047,91.39435577392578,0.3138119876384735,27.03717041015625,9472.9482421875,208.76431274414062,88.56600952148438,0.3080199956893921,27.812122344970703,9548.1787109375,211.1236572265625,89.77179718017578,0.3119960129261017,146207597,13791445323,5485190664,2457824867,807093679
2019-07-30,26.942304611206055,9607.423828125,210.52259826660156,90.56694793701172,0.3184700012207031,26.942304611206055,9607.423828125,210.52259826660156,90.56694793701172,0.3184700012207031,27.231943130493164,9701.759765625,213.61407470703125,92.19244384765625,0.3204070031642914,26.592561721801758,9437.3359375,206.86761474609375,89.02040100097656,0.3078649938106537,27.224409103393555,9522.3291015625,211.33920288085938,90.47145080566406,0.31108999252319336,148410035,13829811132,5489918859,2302521844,928714010
2019-07-31,27.64455795288086,10085.6279296875,218.65414428710938,98.50957489013672,0.3209089934825897,27.64455795288086,10085.6279296875,218.65414428710938,98.50957489013672,0.3209089934825897,27.75824546813965,10085.6279296875,218.65414428710938,99.48381042480469,0.3224650025367737,26.93766975402832,9598.09765625,210.4379119873047,90.33488464355469,0.3172439932823181,26.96240997314453,9604.05078125,210.49241638183594,90.47100067138672,0.31788700819015503,202950576,16631520648,6003828340,3051471469,996700948
2019-08-01,28.773273468017578,10399.6689453125,217.80844116210938,99.17972564697266,0.317905992269516,28.773273468017578,10399.6689453125,217.80844116210938,99.17972564697266,0.317905992269516,28.82418441772461,10446.919921875,218.81265258789062,100.25748443603516,0.32085099816322327,27.5743465423584,9922.01953125,212.9145050048828,95.98094177246094,0.31313401460647583,27.6221981048584,10077.4423828125,218.55459594726562,98.56668853759766,0.3207339942455292,287326494,17165337858,5965442642,2953184689,882867288
2019-08-02,28.038482666015625,10518.1748046875,217.87156677246094,94.94129180908203,0.31239399313926697,28.038482666015625,10518.1748046875,217.87156677246094,94.94129180908203,0.31239399313926697,28.781208038330078,10657.953125,222.1825714111328,99.1995849609375,0.3188759982585907,27.817262649536133,10371.013671875,215.975830078125,93.54407501220703,0.3108440041542053,28.781208038330078,10402.04296875,217.88446044921875,99.1995849609375,0.31780898571014404,197026849,17489094082,6159440229,2882784454,816728848
2019-08-03,27.889860153198242,10821.7265625,222.49034118652344,94.58087921142578,0.3167569935321808,27.889860153198242,10821.7265625,222.49034118652344,94.58087921142578,0.3167569935321808,28.425188064575195,10946.78125,224.62322998046875,96.84276580810547,0.3196510076522827,27.740436553955078,10503.5048828125,217.3317413330078,94.15895080566406,0.31169599294662476,28.08447265625,10519.2783203125,217.8955535888672,95.01681518554688,0.3125059902667999,153702445,15352685061,5697798687,2512959054,789419360
2019-08-04,27.556161880493164,10970.1845703125,222.6697235107422,93.20378112792969,0.31984201073646545,27.556161880493164,10970.1845703125,222.6697235107422,93.20378112792969,0.31984201073646545,28.072528839111328,11009.20703125,224.227294921875,95.39308166503906,0.32292500138282776,27.35978889465332,10620.2783203125,218.49217224121094,91.45407104492188,0.31232500076293945,27.882740020751953,10821.6328125,222.580810546875,94.5982437133789,0.31686198711395264,136844756,16530894787,5238542572,2427608117,926896287
2019-08-05,28.011878967285156,11805.6533203125,234.21502685546875,96.83464813232422,0.32356399297714233,28.011878967285156,11805.6533203125,234.21502685546875,96.83464813232422,0.32356399297714233,28.334510803222656,11895.091796875,235.63528442382812,105.5912857055664,0.33141401410102844,27.495439529418945,10960.7353515625,222.6038818359375,93.08528137207031,0.3194099962711334,27.54244613647461,10960.7353515625,222.65087890625,93.08528137207031,0.3197230100631714,183750146,23875988832,7765060287,4134352823,1203381139
2019-08-06,27.63808822631836,11478.1689453125,226.02064514160156,93.06971740722656,0.3113259971141815,27.63808822631836,11478.1689453125,226.02064514160156,93.06971740722656,0.3113259971141815,28.429189682006836,12273.8212890625,239.11590576171875,98.97561645507812,0.32494598627090454,27.349714279174805,11290.7314453125,223.55117797851562,91.66018676757812,0.3088949918746948,28.04266357421875,11811.544921875,234.24559020996094,96.88960266113281,0.3240180015563965,192614971,23635107660,7647742672,3245339849,1069603911
2019-08-07,29.354368209838867,11941.96875,226.39100646972656,90.91259765625,0.31196901202201843,29.354368209838867,11941.96875,226.39100646972656,90.91259765625,0.31196901202201843,29.6058406829834,12036.990234375,229.6565704345703,93.73897552490234,0.3155730068683624,27.439504623413086,11433.701171875,222.77545166015625,88.54072570800781,0.3087199926376343,27.639204025268555,11476.193359375,225.92529296875,93.03887176513672,0.311491996049881,314659493,22194988641,7020342210,3105989436,967534123
2019-08-08,30.83284568786621,11966.4072265625,220.94186401367188,90.03160858154297,0.3076609969139099,30.83284568786621,11966.4072265625,220.94186401367188,90.03160858154297,0.3076609969139099,31.301610946655273,11979.419921875,226.77471923828125,91.72232818603516,0.3126179873943329,29.034807205200195,11556.16796875,216.51625061035156,88.49970245361328,0.30511200428009033,29.368263244628906,11954.0400390625,226.5184783935547,90.91156768798828,0.3117850124835968,404379079,19481591730,6713525644,3034717882,907305889
2019-08-09,29.96147346496582,11862.9365234375,210.48890686035156,84.43937683105469,0.297342985868454,29.96147346496582,11862.9365234375,210.48890686035156,84.43937683105469,0.297342985868454,31.178043365478516,11970.4580078125,221.3643341064453,90.35707092285156,0.30821800231933594,29.912599563598633,11709.7451171875,208.2459716796875,83.48514556884766,0.293271005153656,30.867420196533203,11953.4697265625,220.9086456298828,90.08919525146484,0.3075670003890991,222912268,18339989960,6964818795,3003278177,1021136188
2019-08-10,29.68185806274414,11354.0244140625,206.73353576660156,85.41947937011719,0.29872098565101624,29.68185806274414,11354.0244140625,206.73353576660156,85.41947937011719,0.29872098565101624,30.0481014251709,11915.6552734375,213.73483276367188,87.11417388916016,0.30474698543548584,29.16697883605957,11323.8984375,203.79310607910156,83.13603210449219,0.2934429943561554,29.943946838378906,11861.556640625,210.53016662597656,84.3909912109375,0.29724499583244324,248736115,18125355447,6584748527,3088060147,1077459339
2019-08-11,30.057254791259766,11523.5791015625,216.09286499023438,89.75267028808594,0.3019149899482727,30.057254791259766,11523.5791015625,216.09286499023438,89.75267028808594,0.3019149899482727,30.294462203979492,11523.5791015625,216.59864807128906,91.03135681152344,0.30618101358413696,29.511613845825195,11248.294921875,206.51080322265625,85.44612121582031,0.29691100120544434,29.68372917175293,11349.740234375,206.73223876953125,85.45075225830078,0.2985660135746002,263951565,15774371518,6440605605,3025787942,838671654
2019-08-12,30.166881561279297,11382.6162109375,211.28807067871094,85.74922943115234,0.3003219962120056,30.166881561279297,11382.6162109375,211.28807067871094,85.74922943115234,0.3003219962120056,30.476917266845703,11528.189453125,216.14256286621094,89.70867919921875,0.3035280108451843,29.847007751464844,11320.951171875,210.9464874267578,85.63082122802734,0.2985059916973114,30.08245086669922,11528.189453125,216.055908203125,89.702392578125,0.30216899514198303,278357603,13647198229,5674315559,2716187719,762308356
2019-08-13,29.466278076171875,10895.830078125,208.70904541015625,84.40614318847656,0.29663899540901184,29.466278076171875,10895.830078125,208.70904541015625,84.40614318847656,0.29663899540901184,30.356313705444336,11420.0498046875,211.38441467285156,86.32353210449219,0.3011780083179474,29.273386001586914,10830.3271484375,205.42250061035156,83.34724426269531,0.29356199502944946,30.16803550720215,11385.052734375,211.3426971435547,85.74642944335938,0.30066099762916565,241841209,16681503537,5946313205,2681787838,853175560
2019-08-14,27.105581283569336,10051.7041015625,186.6077423095703,76.06498718261719,0.2633430063724518,27.105581283569336,10051.7041015625,186.6077423095703,76.06498718261719,0.2633430063724518,29.47153091430664,10889.556640625,209.06643676757812,85.5505142211914,0.29721999168395996,27.10071563720703,10028.1357421875,186.33192443847656,75.96186065673828,0.2523899972438812,29.46153450012207,10889.4873046875,208.60398864746094,84.42034912109375,0.2967190146446228,227534067,19990838300,7444456154,3093090406,1794754610
2019-08-15,28.043447494506836,10311.5458984375,188.50205993652344,76.38897705078125,0.26488199830055237,28.043447494506836,10311.5458984375,188.50205993652344,76.38897705078125,0.26488199830055237,28.17516326904297,10437.4111328125,189.462158203125,78.50770568847656,0.2682409882545471,26.697917938232422,9675.31640625,178.14256286621094,72.9977798461914,0.2561120092868805,27.096399307250977,10038.421875,186.68350219726562,76.13327026367188,0.2637070119380951,248072109,22899115082,8197244441,3654075558,1342788578
2019-08-16,27.64457130432129,10374.3388671875,185.44007873535156,74.92015075683594,0.26197099685668945,27.64457130432129,10374.3388671875,185.44007873535156,74.92015075683594,0.26197099685668945,28.082714080810547,10524.349609375,188.9055938720703,77.16976928710938,0.26545199751853943,26.897260665893555,9855.478515625,180.3848419189453,73.06852722167969,0.25697699189186096,28.05899429321289,10319.419921875,188.64425659179688,76.31524658203125,0.2650749981403351,203654965,20228207096,7133915837,3016089036,1133224404
2019-08-17,27.48052215576172,10231.744140625,185.68768310546875,72.79772186279297,0.26572099328041077,27.48052215576172,10231.744140625,185.68768310546875,72.79772186279297,0.26572099328041077,27.939247131347656,10452.625,186.70314025878906,75.33065795898438,0.26804599165916443,27.137725830078125,10086.6982421875,182.59388732910156,72.26969146728516,0.25925201177597046,27.652128219604492,10358.72265625,185.5316619873047,74.90509033203125,0.26188498735427856,196083314,13778035685,5512696513,2482385549,1004931822
2019-08-18,27.932445526123047,10345.810546875,194.4935302734375,76.26995086669922,0.2826460003852844,27.932445526123047,10345.810546875,194.4935302734375,76.26995086669922,0.2826460003852844,28.100086212158203,10487.0703125,197.52249145507812,77.55828094482422,0.28871798515319824,27.18069839477539,10119.0947265625,183.69224548339844,71.66908264160156,0.26357901096343994,27.49461555480957,10233.005859375,185.84109497070312,72.839599609375,0.26571398973464966,229491438,12999813869,5969012024,2743241606,1216547019
2019-08-19,28.809003829956055,10916.0537109375,203.09193420410156,77.26319122314453,0.28332799673080444,28.809003829956055,10916.0537109375,203.09193420410156,77.26319122314453,0.28332799673080444,29.056501388549805,10916.0537109375,203.56015014648438,78.50802612304688,0.28909099102020264,27.818151473999023,10313.2041015625,193.10824584960938,75.88134765625,0.278425008058548,27.94526481628418,10350.283203125,194.5560302734375,76.33711242675781,0.2822900116443634,259250527,16038264603,6145148692,2346796021,1241578947
2019-08-20,28.167490005493164,10763.232421875,196.56541442871094,75.19656372070312,0.2758060097694397,28.167490005493164,10763.232421875,196.56541442871094,75.19656372070312,0.2758060097694397,28.814861297607422,10947.0419921875,203.0159912109375,77.44202423095703,0.28324100375175476,28.05715560913086,10618.9609375,195.61953735351562,73.94193267822266,0.27344200015068054,28.814861297607422,10916.3466796875,202.81314086914062,77.29838562011719,0.2831589877605438,209875661,15053082175,6408417610,2430165429,1056822925
2019-08-21,26.993715286254883,10138.0498046875,186.89163208007812,72.96495056152344,0.2662610113620758,26.993715286254883,10138.0498046875,186.89163208007812,72.96495056152344,0.2662610113620758,28.166189193725586,10798.7294921875,197.02743530273438,75.46507263183594,0.27576500177383423,26.593286514282227,9962.7216796875,182.68917846679688,70.58210754394531,0.26068800687789917,28.166189193725586,10764.572265625,196.62168884277344,75.24427795410156,0.27576500177383423,198468093,19473084768,7775772700,2878567011,1164536124
2019-08-22,27.089191436767578,10131.0556640625,191.33291625976562,73.59859466552734,0.2709439992904663,27.089191436767578,10131.0556640625,191.33291625976562,73.59859466552734,0.2709439992904663,27.445281982421875,10232.99609375,194.41551208496094,74.57101440429688,0.2733420133590698,26.429414749145508,9831.462890625,183.384521484375,71.30902099609375,0.2619670033454895,26.993715286254883,10142.521484375,186.9412384033203,72.95076751708984,0.2658019959926605,193368566,17097508856,7569043874,2908864703,1065712731
2019-08-23,27.170530319213867,10407.96484375,194.70620727539062,75.40281677246094,0.276544988155365,27.170530319213867,10407.96484375,194.70620727539062,75.40281677246094,0.276544988155365,27.39027976989746,10442.443359375,195.906494140625,75.6928482055664,0.2775680124759674,26.852848052978516,10078.1923828125,189.56231689453125,72.86895751953125,0.268559992313385,27.089191436767578,10136.3095703125,191.10687255859375,73.57733154296875,0.27057498693466187,195437616,15627023886,6658162377,2496513401,999419343
2019-08-24,26.495662689208984,10159.9609375,191.28956604003906,73.46361541748047,0.2725529968738556,26.495662689208984,10159.9609375,191.28956604003906,73.46361541748047,0.2725529968738556,27.163450241088867,10418.0205078125,194.7849884033203,75.6932144165039,0.276542991399765,26.23466682434082,9982.296875,187.62725830078125,72.32014465332031,0.2675270140171051,27.163450241088867,10407.64453125,194.671630859375,75.40780639648438,0.276542991399765,164452279,15451030650,6249737982,2191973575,934380519
2019-08-25,26.131847381591797,10138.517578125,186.84239196777344,72.30814361572266,0.27008798718452454,26.131847381591797,10138.517578125,186.84239196777344,72.30814361572266,0.27008798718452454,26.531396865844727,10304.6220703125,192.163330078125,74.7339859008789,0.27492401003837585,25.874631881713867,10008.7890625,184.96475219726562,71.17426300048828,0.2679539918899536,26.486661911010742,10160.7373046875,191.2347869873047,73.47003936767578,0.2726120054721832,165296408,14153856610,5826017143,2227400267,964693737
2019-08-26,26.10832977294922,10370.8203125,188.92938232421875,73.857177734375,0.2707880139350891,26.10832977294922,10370.8203125,188.92938232421875,73.857177734375,0.2707880139350891,27.075456619262695,10512.328125,193.4421844482422,74.98611450195312,0.27743199467658997,25.858333587646484,10126.2998046875,186.7355499267578,72.12271118164062,0.2685750126838684,26.141944885253906,10126.2998046875,186.7355499267578,72.32022857666016,0.26994600892066956,277691463,18438654080,7207986636,3046136697,1332395984
2019-08-27,25.68897819519043,10185.5,187.51666259765625,72.83622741699219,0.2696180045604706,25.68897819519043,10185.5,187.51666259765625,72.83622741699219,0.2696180045604706,26.146265029907227,10381.328125,188.9631805419922,73.93386840820312,0.27104198932647705,25.095142364501953,10087.30078125,185.47293090820312,72.36612701416016,0.2662160098552704,26.123910903930664,10372.826171875,188.95005798339844,73.93386840820312,0.2708989977836609,196715449,14762609503,6042327402,2489689274,1028940804
2019-08-28,23.70286750793457,9754.4228515625,173.8899688720703,67.42554473876953,0.25745001435279846,23.70286750793457,9754.4228515625,173.8899688720703,67.42554473876953,0.25745001435279846,26.017610549926758,10279.3662109375,187.93087768554688,73.04862213134766,0.2702929973602295,23.688962936401367,9716.65625,172.18560791015625,66.53832244873047,0.25294798612594604,25.697509765625,10203.4267578125,187.49549865722656,72.90277099609375,0.26958298683166504,206092745,17603790323,6696604087,2883041616,1275267910
2019-08-29,21.889606475830078,9510.2001953125,169.51673889160156,64.09805297851562,0.2570450007915497,21.889606475830078,9510.2001953125,169.51673889160156,64.09805297851562,0.2570450007915497,23.687646865844727,9756.7861328125,173.99639892578125,67.43074798583984,0.2610909938812256,21.823617935180664,9421.6298828125,167.1708984375,63.62866973876953,0.24995100498199463,23.687646865844727,9756.7861328125,173.9586944580078,67.35533905029297,0.2574610114097595,200824073,17045878501,7129569083,3092332444,1279995807
2019-08-30,22.218856811523438,9598.173828125,168.83486938476562,64.33297729492188,0.25621798634529114,22.218856811523438,9598.173828125,168.83486938476562,64.33297729492188,0.25621798634529114,22.620027542114258,9656.1240234375,170.7735137939453,65.43724060058594,0.2573249936103821,21.642433166503906,9428.302734375,167.0714111328125,62.61457824707031,0.2527340054512024,21.889606475830078,9514.8447265625,169.48928833007812,64.08373260498047,0.2569510042667389,196253457,13595263986,5776520220,2377466438,997071647
2019-08-31,21.265914916992188,9630.6640625,172.46978759765625,64.5760498046875,0.2592040002346039,21.265914916992188,9630.6640625,172.46978759765625,64.5760498046875,0.2592040002346039,22.44065284729004,9673.220703125,174.323974609375,65.26631927490234,0.2605069875717163,21.1903076171875,9531.7998046875,167.80258178710938,63.01076126098633,0.25545400381088257,22.21199607849121,9597.5390625,168.8878936767578,64.35909271240234,0.2561950087547302,167589166,11454806419,5830212249,2283340831,845142390
