,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-14,650.9180908203125,65466.83984375,4626.35888671875,278.00750732421875,1.1885969638824463,650.9180908203125,65466.83984375,4626.35888671875,278.00750732421875,1.1885969638824463,659.99267578125,65495.1796875,4689.8427734375,279.2216796875,1.199936032295227,634.5494995117188,63647.80859375,4516.935546875,249.1079864501953,1.16941499710083,650.062255859375,64455.37109375,4648.6328125,257.9888000488281,1.191195011138916,2101401990,25122092191,12172962219,3230589098,2210065757
2021-11-15,633.0486450195312,63557.87109375,4557.50390625,262.7633972167969,1.1713709831237793,633.0486450195312,63557.87109375,4557.50390625,262.7633972167969,1.1713709831237793,660.044189453125,66281.5703125,4764.63623046875,280.7282409667969,1.2198829650878906,631.9422607421875,63548.14453125,4546.59912109375,259.9883728027344,1.1703200340270996,650.943115234375,65521.2890625,4627.0908203125,279.2409362792969,1.1888240575790405,2146877925,30558763548,16275851299,2797322397,2850390389
2021-11-16,589.8228759765625,60161.24609375,4216.365234375,230.59942626953125,1.0909340381622314,589.8228759765625,60161.24609375,4216.365234375,230.59942626953125,1.0909340381622314,635.2603759765625,63721.1953125,4891.70458984375,263.3050537109375,1.1746540069580078,574.1801147460938,59016.3359375,4144.3349609375,224.916748046875,1.0537179708480835,634.9476318359375,63721.1953125,4570.47802734375,263.3050537109375,1.1746540069580078,3772957260,46844335592,27417502801,4031751969,4829173281
2021-11-17,578.0927734375,60368.01171875,4287.59375,229.5041046142578,1.096290946006775,578.0927734375,60368.01171875,4287.59375,229.5041046142578,1.096290946006775,593.1080932617188,60823.609375,4300.306640625,234.9708709716797,1.113286018371582,554.3214111328125,58515.41015625,4107.1259765625,221.84703063964844,1.0699479579925537,589.3280639648438,60139.62109375,4213.91064453125,230.64382934570312,1.0901039838790894,2704847734,39178392930,22183461850,2863410681,3701959225
2021-11-18,532.2376098632812,56942.13671875,4000.65087890625,204.42291259765625,1.0419540405273438,532.2376098632812,56942.13671875,4000.65087890625,204.42291259765625,1.0419540405273438,587.9127197265625,60948.5,4343.55712890625,232.0609130859375,1.158331036567688,518.423095703125,56550.79296875,3959.227783203125,200.68801879882812,1.02292001247406,578.0348510742188,60360.13671875,4287.80224609375,229.75303649902344,1.0962810516357422,2917116815,41388338699,21383250893,3104667090,5394362498
2021-11-19,581.5308227539062,58119.578125,4298.306640625,218.13858032226562,1.0914920568466187,581.5308227539062,58119.578125,4298.306640625,218.13858032226562,1.0914920568466187,585.8994750976562,58351.11328125,4311.7138671875,220.94715881347656,1.0991929769515991,525.2415161132812,55705.1796875,3982.91748046875,200.1072540283203,1.0205849409103394,531.505126953125,56896.12890625,3995.7294921875,204.15194702148438,1.040922999382019,2481119529,38702407772,20626269711,2357308403,3716379231
2021-11-20,603.8400268554688,59697.1953125,4409.93115234375,227.07960510253906,1.0976459980010986,603.8400268554688,59697.1953125,4409.93115234375,227.07960510253906,1.0976459980010986,604.8842163085938,59859.87890625,4434.38818359375,227.61883544921875,1.1013959646224976,574.0227661132812,57469.7265625,4209.24267578125,213.79388427734375,1.0643019676208496,581.478515625,58115.08203125,4298.3505859375,218.11883544921875,1.0910619497299194,2336197759,30624264863,15448261277,2134869389,2575832703
2021-11-21,585.2942504882812,58730.4765625,4269.73291015625,221.77194213867188,1.0601730346679688,585.2942504882812,58730.4765625,4269.73291015625,221.77194213867188,1.0601730346679688,605.1771240234375,60004.42578125,4422.49169921875,230.3231658935547,1.098078966140747,580.5870971679688,58618.9296875,4255.455078125,220.05844116210938,1.0591540336608887,604.4089965820312,59730.5078125,4412.1953125,226.9408416748047,1.0967479944229126,2055539646,26123447605,14094831413,1787880756,2213864918
2021-11-22,559.1270141601562,56289.2890625,4088.457763671875,209.15802001953125,1.0366220474243164,559.1270141601562,56289.2890625,4088.457763671875,209.15802001953125,1.0366220474243164,585.1484985351562,59266.359375,4302.02294921875,221.82920837402344,1.0699189901351929,554.270263671875,55679.83984375,4033.572265625,205.91053771972656,1.0279279947280884,584.8157958984375,58706.84765625,4266.50927734375,221.7183837890625,1.0601259469985962,2251971535,35036121783,19752218877,2030965166,2844568485
2021-11-23,591.4395751953125,57569.07421875,4340.763671875,216.38897705078125,1.0670570135116577,591.4395751953125,57569.07421875,4340.763671875,216.38897705078125,1.0670570135116577,605.0904541015625,57875.515625,4385.4833984375,218.42584228515625,1.0717509984970093,559.0416259765625,55632.76171875,4069.7666015625,205.91696166992188,1.023345947265625,559.5701904296875,56304.5546875,4089.680419921875,209.31344604492188,1.037093997001648,2927434189,37485803899,22133497059,1944651936,3098367613
2021-11-24,581.3953247070312,56280.42578125,4239.9814453125,209.8065948486328,1.0420750379562378,581.3953247070312,56280.42578125,4239.9814453125,209.8065948486328,1.0420750379562378,594.8309936523438,57803.06640625,4376.8759765625,217.84107971191406,1.0745489597320557,577.5083618164062,55964.22265625,4176.18359375,206.5169219970703,1.0116809606552124,591.195556640625,57565.8515625,4340.0361328125,216.36253356933594,1.067152976989746,2917418688,36635566789,21838037128,1884041986,3151964356
2021-11-25,603.730224609375,57274.6796875,4274.7431640625,215.63497924804688,1.0318880081176758,603.730224609375,57274.6796875,4274.7431640625,215.63497924804688,1.0318880081176758,646.9588012695312,59367.96875,4550.51806640625,229.64520263671875,1.0646770000457764,587.8598022460938,57146.68359375,4249.7744140625,210.92410278320312,1.0241570472717285,590.3569946289062,57165.41796875,4271.39453125,212.23345947265625,1.034106969833374,2537227998,34284016248,18705358318,1953190727,3107133471
2021-11-26,585.1473388671875,53569.765625,4030.908935546875,194.87464904785156,0.9363499879837036,585.1473388671875,53569.765625,4030.908935546875,194.87464904785156,0.9363499879837036,657.512939453125,59183.48046875,4550.84228515625,224.8620147705078,1.0481369495391846,566.5331420898438,53569.765625,3933.506591796875,190.84671020507812,0.9254459738731384,639.0036010742188,58960.28515625,4522.208984375,222.91036987304688,1.044916033744812,4254504824,41810748221,26281795488,2690646017,4293461689
2021-11-27,600.3367919921875,54815.078125,4096.912109375,195.17442321777344,0.9471579790115356,600.3367919921875,54815.078125,4096.912109375,195.17442321777344,0.9471579790115356,621.3866577148438,55329.2578125,4187.68408203125,200.845458984375,0.9672769904136658,584.7943115234375,53668.35546875,4033.513916015625,191.19830322265625,0.9365609884262085,587.1033325195312,53736.4296875,4042.9990234375,195.557861328125,0.9400129914283752,2485529516,30560857714,16515693874,1406618152,2410404614
2021-11-28,611.3668212890625,57248.45703125,4294.45361328125,199.35421752929688,0.9687510132789612,611.3668212890625,57248.45703125,4294.45361328125,199.35421752929688,0.9687510132789612,612.737548828125,57393.84375,4297.91650390625,199.8712158203125,0.9697719812393188,574.55126953125,53576.734375,3989.969970703125,184.1060333251953,0.896573007106781,601.0064086914062,54813.0234375,4101.64892578125,195.4145965576172,0.9477490186691284,2731676788,28116886357,15953126340,1712282909,2605488239
2021-11-29,624.31005859375,57806.56640625,4445.10498046875,205.87020874023438,0.9919610023498535,624.31005859375,57806.56640625,4445.10498046875,205.87020874023438,0.9919610023498535,628.4968872070312,58872.87890625,4460.8486328125,209.2916259765625,1.002905011177063,602.4429321289062,56792.52734375,4284.5048828125,195.7545623779297,0.9663280248641968,611.7626342773438,57291.90625,4296.94677734375,199.5909881591797,0.9698219895362854,2425803182,32370840356,19086475837,1784850980,2917313727
2021-11-30,622.6698608398438,57005.42578125,4631.47900390625,208.01454162597656,0.9987540245056152,622.6698608398438,57005.42578125,4631.47900390625,208.01454162597656,0.9987540245056152,635.1295166015625,59113.40234375,4753.26611328125,218.3396453857422,1.0301209688186646,604.8676147460938,56057.28125,4358.07421875,198.14625549316406,0.9736729860305786,623.9569702148438,57830.11328125,4447.76806640625,205.73304748535156,0.991487979888916,2781531694,36708594618,28626354111,2122547294,2949826821
2021-12-01,627.9715576171875,57229.828125,4586.990234375,208.97125244140625,0.9909300208091736,627.9715576171875,57229.828125,4586.990234375,208.97125244140625,0.9909300208091736,650.253173828125,59041.68359375,4780.732421875,217.50633239746094,1.0182689428329468,619.1972045898438,56553.08203125,4530.2724609375,205.80560302734375,0.9820230007171631,621.8128662109375,56907.96484375,4623.6796875,207.63661193847656,0.9981899857521057,2806563703,36858195307,27634826695,1739548260,2570587577
2021-12-02,619.4701538085938,56477.81640625,4511.30224609375,203.4896240234375,0.9723119735717773,619.4701538085938,56477.81640625,4511.30224609375,203.4896240234375,0.9723119735717773,629.8849487304688,57349.234375,4628.919921875,209.8877410888672,0.9909150004386902,606.6478271484375,55895.1328125,4441.5078125,200.59449768066406,0.9598770141601562,627.5718383789062,57217.37109375,4586.3330078125,208.8951416015625,0.9909150004386902,2378758113,32379968686,21502671027,1523272322,2250871711
2021-12-03,594.635986328125,53598.24609375,4220.7060546875,188.09971618652344,0.9222440123558044,594.635986328125,53598.24609375,4220.7060546875,188.09971618652344,0.9222440123558044,628.3163452148438,57482.16796875,4647.2890625,207.6363067626953,0.985319972038269,579.84521484375,52496.5859375,4100.1455078125,182.541748046875,0.9059680104255676,620.2990112304688,56509.1640625,4514.35595703125,203.568359375,0.9734529852867126,2483348354,39789134215,25879591528,1805361744,2714612022
2021-12-04,569.0772705078125,49200.703125,4119.58740234375,163.05270385742188,0.8470289707183838,569.0772705078125,49200.703125,4119.58740234375,163.05270385742188,0.8470289707183838,596.148681640625,53904.6796875,4242.7255859375,189.43101501464844,0.9266639947891235,495.13226318359375,42874.6171875,3525.494140625,132.05429077148438,0.6145049929618835,596.148681640625,53727.87890625,4227.76220703125,188.3485565185547,0.9240919947624207,4458419873,61385677469,38478999182,3667491155,6970805726
2021-12-05,557.7830810546875,49368.84765625,4198.32275390625,156.4097900390625,0.8055949807167053,557.7830810546875,49368.84765625,4198.32275390625,156.4097900390625,0.8055949807167053,581.8065795898438,49768.1484375,4246.92333984375,165.01788330078125,0.8637750148773193,543.6355590820312,47857.49609375,4040.217529296875,149.2733917236328,0.7803999781608582,568.6514282226562,49201.51953125,4119.62890625,162.95724487304688,0.8467090129852295,2394235567,37198201161,25533062707,1952282406,3553480780
2021-12-06,589.2561645507812,50582.625,4358.7373046875,161.8865203857422,0.8282880187034607,589.2561645507812,50582.625,4358.7373046875,161.8865203857422,0.8282880187034607,593.3837280273438,50929.51953125,4375.5205078125,164.30856323242188,0.8318639993667603,534.263671875,47281.03515625,3930.806640625,141.77304077148438,0.7523319721221924,557.9497680664062,49413.48046875,4199.0,156.5113525390625,0.8060470223426819,3567503629,37707308001,28229518513,1959778935,3447952788
2021-12-07,579.6898803710938,50700.0859375,4315.0615234375,162.29286193847656,0.8185880184173584,579.6898803710938,50700.0859375,4315.0615234375,162.29286193847656,0.8185880184173584,593.7992553710938,51934.78125,4428.58935546875,165.4556884765625,0.8457670211791992,573.3385009765625,50175.80859375,4264.32373046875,158.70608520507812,0.8071730136871338,589.1107788085938,50581.828125,4358.5869140625,161.78375244140625,0.8290920257568359,2112954675,33676814852,22366213354,1510598217,2720124735
2021-12-08,607.5927734375,50504.796875,4439.35791015625,165.2234649658203,0.863306999206543,607.5927734375,50504.796875,4439.35791015625,165.2234649658203,0.863306999206543,607.7808837890625,51171.375,4453.1123046875,169.35586547851562,0.8856220245361328,567.6162109375,48765.98828125,4234.53759765625,156.8856658935547,0.8058980107307434,579.1826782226562,50667.6484375,4311.67431640625,162.04222106933594,0.8175389766693115,2245501623,28479699446,18704315119,1705972971,3038966909
2021-12-09,571.6489868164062,47672.12109375,4119.81591796875,151.79530334472656,0.8612719774246216,571.6489868164062,47672.12109375,4119.81591796875,151.79530334472656,0.8612719774246216,616.6473388671875,50797.1640625,4482.31396484375,166.9373321533203,0.9305409789085388,568.03955078125,47358.3515625,4078.84423828125,151.79530334472656,0.8351290225982666,606.6359252929688,50450.08203125,4433.02490234375,164.9592742919922,0.8621429800987244,2132955304,29603577251,22296131874,1373978010,4555815213
2021-12-10,552.9668579101562,47243.3046875,3908.49609375,148.59829711914062,0.8010969758033752,552.9668579101562,47243.3046875,3908.49609375,148.59829711914062,0.8010969758033752,594.5972290039062,50015.25390625,4227.11181640625,159.71279907226562,0.8834109902381897,551.73583984375,47023.69921875,3897.767578125,148.2205352783203,0.7963280081748962,570.9810180664062,47642.14453125,4113.58837890625,151.7544403076172,0.8610249757766724,2089946472,30966005122,28014595631,1344733451,3267095314
2021-12-11,564.322509765625,49362.5078125,4084.452392578125,158.0419158935547,0.8393129706382751,564.322509765625,49362.5078125,4084.452392578125,158.0419158935547,0.8393129706382751,572.1915283203125,49458.2109375,4095.6484375,159.4130096435547,0.8443099856376648,542.565673828125,46942.34765625,3846.054443359375,146.49546813964844,0.7893850207328796,553.6710815429688,47264.6328125,3909.667724609375,148.74195861816406,0.8020619750022888,1824951693,25775869261,19131502454,1207041548,2056974461
2021-12-12,570.823974609375,50098.3359375,4134.453125,159.20396423339844,0.841323971748352,570.823974609375,50098.3359375,4134.453125,159.20396423339844,0.841323971748352,574.18505859375,50724.8671875,4173.60888671875,162.48501586914062,0.8568210005760193,559.5152587890625,48725.8515625,3993.055908203125,153.6103515625,0.8112059831619263,564.1414184570312,49354.85546875,4084.811279296875,157.9253387451172,0.8387449979782104,1307635490,21939223599,14057603914,870576845,1628060313
2021-12-13,521.0115966796875,46737.48046875,3784.226806640625,144.53590393066406,0.7828940153121948,521.0115966796875,46737.48046875,3784.226806640625,144.53590393066406,0.7828940153121948,572.8823852539062,50205.0,4145.955078125,160.0882110595703,0.8459349870681763,511.99847412109375,45894.84765625,3680.609130859375,143.1669464111328,0.7644910216331482,571.1774291992188,50114.7421875,4136.35986328125,159.35443115234375,0.8413529992103577,1900967743,32166727776,23999841386,1097150357,2509034504
2021-12-14,511.2293701171875,46612.6328125,3745.4404296875,146.0780029296875,0.7962489724159241,511.2293701171875,46612.6328125,3745.4404296875,146.0780029296875,0.7962489724159241,536.2976684570312,48431.3984375,3866.6337890625,151.633056640625,0.8175889849662781,510.4207763671875,46424.49609375,3700.104736328125,143.42257690429688,0.7755900025367737,520.6317138671875,46709.82421875,3782.82275390625,144.62205505371094,0.7827990055084229,2232411089,34638619079,23836759957,1150775410,3477802545
2021-12-15,541.0269775390625,48896.72265625,4018.388671875,153.51541137695312,0.8274310231208801,541.0269775390625,48896.72265625,4018.388671875,153.51541137695312,0.8274310231208801,546.578125,49473.95703125,4086.372802734375,154.86322021484375,0.8400840163230896,503.0374755859375,46671.96484375,3664.719970703125,142.0965576171875,0.7798140048980713,528.4280395507812,48379.75390625,3862.25146484375,150.61129760742188,0.811722993850708,2079796859,36541828520,26411188833,1356025651,3088068968
2021-12-16,526.2465209960938,47665.42578125,3962.4697265625,148.9417266845703,0.8062300086021423,526.2465209960938,47665.42578125,3962.4697265625,148.9417266845703,0.8062300086021423,545.1519775390625,49425.57421875,4110.36865234375,156.61610412597656,0.8370389938354492,525.1216430664062,47529.87890625,3956.05712890625,148.71083068847656,0.8046320080757141,541.40380859375,48900.46484375,4020.4150390625,153.51084899902344,0.8277360200881958,1500825557,27268150947,19825531254,1001741958,2178245900
2021-12-17,525.706298828125,46202.14453125,3879.486572265625,144.33840942382812,0.7992910146713257,525.706298828125,46202.14453125,3879.486572265625,144.33840942382812,0.7992910146713257,535.4282836914062,48004.89453125,3992.79248046875,150.3484649658203,0.8285940289497375,511.70050048828125,45618.21484375,3711.424560546875,142.02572631835938,0.7804219722747803,526.1488037109375,47653.73046875,3959.012451171875,148.98037719726562,0.8059899806976318,1804795681,32902725329,23143541098,973529667,2364224847
2021-12-18,533.891357421875,46848.77734375,3960.860107421875,148.80140686035156,0.8273789882659912,533.891357421875,46848.77734375,3960.860107421875,148.80140686035156,0.8273789882659912,537.8184204101562,47313.828125,3993.829833984375,150.2078857421875,0.8346779942512512,517.3238525390625,45598.44140625,3774.614990234375,143.17318725585938,0.7928079962730408,526.17236328125,46219.25390625,3880.29150390625,144.26478576660156,0.799006998538971,1294574825,26098292690,19530895889,782184567,1806931648
2021-12-19,529.9720458984375,46707.015625,3922.592529296875,153.07763671875,0.8350329995155334,529.9720458984375,46707.015625,3922.592529296875,153.07763671875,0.8350329995155334,543.7507934570312,48089.6640625,4018.658447265625,160.16497802734375,0.848334014415741,527.772705078125,46502.953125,3894.398681640625,147.891845703125,0.8213099837303162,534.0184936523438,46853.8671875,3960.872314453125,148.71047973632812,0.8271790146827698,1199582659,25154053861,16167785597,1587190278,1576121375
2021-12-20,523.1624755859375,46880.27734375,3933.844482421875,152.62867736816406,0.8798279762268066,523.1624755859375,46880.27734375,3933.844482421875,152.62867736816406,0.8798279762268066,534.7802124023438,47401.71875,3980.0986328125,157.30357360839844,0.9142709970474243,506.370361328125,45579.80859375,3759.4033203125,145.53555297851562,0.8263760209083557,529.72802734375,46707.0625,3923.69580078125,153.26048278808594,0.8359389901161194,1467380399,30961902129,21589690675,1590290392,4587029518
2021-12-21,528.7109985351562,48936.61328125,4020.260009765625,154.92709350585938,0.9476460218429565,528.7109985351562,48936.61328125,4020.260009765625,154.92709350585938,0.9476460218429565,535.1061401367188,49300.91796875,4058.8212890625,156.4102020263672,0.9608590006828308,517.76025390625,46698.7734375,3918.837890625,149.45191955566406,0.8543699979782104,523.388427734375,46886.078125,3938.4638671875,152.505615234375,0.8794329762458801,1461697111,27055803928,16388555198,1053723085,3748952692
2021-12-22,533.6449584960938,48628.51171875,3982.099609375,155.46749877929688,0.9546989798545837,533.6449584960938,48628.51171875,3982.099609375,155.46749877929688,0.9546989798545837,544.6470947265625,49544.796875,4073.79150390625,159.9808349609375,0.9728090167045593,527.6388549804688,48450.94140625,3947.690185546875,153.37020874023438,0.9271780252456665,528.7727661132812,48937.09765625,4018.69580078125,155.0339813232422,0.9481009840965271,1597323976,24447979559,13921756199,1111879486,3317199427
2021-12-23,548.725830078125,50784.5390625,4108.015625,163.44949340820312,0.9932850003242493,548.725830078125,50784.5390625,4108.015625,163.44949340820312,0.9932850003242493,552.5286865234375,51332.33984375,4149.02685546875,165.08154296875,1.0165590047836304,524.7810668945312,48065.8359375,3897.234375,153.58148193359375,0.9408230185508728,533.7183227539062,48626.34375,3981.961669921875,155.5389404296875,0.9548239707946777,1867124970,28223878108,18007273742,1337153835,4257231145
2021-12-24,541.9020385742188,50822.1953125,4047.98291015625,161.42103576660156,0.9120470285415649,541.9020385742188,50822.1953125,4047.98291015625,161.42103576660156,0.9120470285415649,554.1250610351562,51814.02734375,4134.1064453125,166.69239807128906,0.9967250227928162,538.2337036132812,50514.49609375,4029.064453125,160.67201232910156,0.8990510106086731,549.0022583007812,50806.05078125,4111.34521484375,163.55247497558594,0.9947900176048279,1677259160,24367912228,12769090623,1085980228,3864725087
2021-12-25,547.3262329101562,50429.859375,4093.281005859375,157.7855987548828,0.9248189926147461,547.3262329101562,50429.859375,4093.281005859375,157.7855987548828,0.9248189926147461,550.865966796875,51176.59765625,4138.56494140625,163.69915771484375,0.9339140057563782,540.54541015625,50236.70703125,4027.927001953125,157.7855987548828,0.9023150205612183,542.4671020507812,50854.91796875,4049.781982421875,161.49082946777344,0.9123939871788025,1305388019,19030650914,10894785525,959492046,1747049348
2021-12-26,546.9949951171875,50809.515625,4067.328125,155.99234008789062,0.921180009841919,546.9949951171875,50809.515625,4067.328125,155.99234008789062,0.921180009841919,549.4100341796875,51196.37890625,4105.02392578125,158.3427734375,0.9340419769287109,537.4617309570312,49623.10546875,4013.0263671875,153.33297729492188,0.9072809815406799,547.3241577148438,50428.69140625,4094.151611328125,157.77371215820312,0.9256860017776489,1576727325,20964372926,11197244172,1248012717,1324703098
2021-12-27,562.6414794921875,50640.41796875,4037.547607421875,155.8812255859375,0.9261839985847473,562.6414794921875,50640.41796875,4037.547607421875,155.8812255859375,0.9261839985847473,571.5488891601562,51956.328125,4126.00146484375,161.08070373535156,0.9558849930763245,543.50634765625,50499.46875,4033.492431640625,154.733642578125,0.9145079851150513,546.5078735351562,50802.609375,4064.746337890625,155.88499450683594,0.9208040237426758,2180356553,24324345758,11424360002,1057977478,1788981449
2021-12-28,534.9280395507812,47588.85546875,3800.89306640625,145.88687133789062,0.8529599905014038,534.9280395507812,47588.85546875,3800.89306640625,145.88687133789062,0.8529599905014038,563.59033203125,50679.859375,4037.5380859375,155.98207092285156,0.9267560243606567,530.0599365234375,47414.2109375,3769.280029296875,145.17674255371094,0.8486639857292175,563.59033203125,50679.859375,4037.5380859375,155.98207092285156,0.9267560243606567,2791585162,33430376883,17299472803,1315031071,2281985956
2021-12-29,514.0007934570312,46444.7109375,3628.53173828125,145.5126190185547,0.8167139887809753,514.0007934570312,46444.7109375,3628.53173828125,145.5126190185547,0.8167139887809753,540.6157836914062,48119.7421875,3827.98193359375,150.60934448242188,0.8650490045547485,511.7453308105469,46201.49609375,3612.7958984375,144.5751953125,0.8137099742889404,534.8500366210938,47623.87109375,3797.436279296875,145.9368133544922,0.8530769944190979,2159325741,30049226299,15722555672,1081715291,2050248751
2021-12-30,518.9097290039062,47178.125,3713.85205078125,148.2860107421875,0.8396490216255188,518.9097290039062,47178.125,3713.85205078125,148.2860107421875,0.8396490216255188,527.5682983398438,47879.96484375,3767.559814453125,149.8709259033203,0.8563140034675598,509.00347900390625,46060.3125,3595.204833984375,143.23793029785156,0.8044999837875366,514.5702514648438,46490.60546875,3632.2197265625,145.58570861816406,0.8179190158843994,1950603827,26686491018,12925377999,838034968,1880399926
2021-12-31,511.70831298828125,46306.4453125,3682.6328125,146.51473999023438,0.8311629891395569,511.70831298828125,46306.4453125,3682.6328125,146.51473999023438,0.8311629891395569,527.6973266601562,48472.52734375,3807.288818359375,152.25169372558594,0.852940022945404,507.8857116699219,45819.953125,3636.869873046875,144.5597381591797,0.8057649731636047,519.123046875,47169.37109375,3713.43017578125,148.20953369140625,0.8396810293197632,2020489898,36974172400,14157285268,1051011688,1736939791
2022-01-01,527.3527221679688,47686.8125,3769.697021484375,150.6974334716797,0.8494719862937927,527.3527221679688,47686.8125,3769.697021484375,150.6974334716797,0.8494719862937927,527.3527221679688,47827.3125,3769.91796875,150.7519989013672,0.8531979918479919,511.9035339355469,46288.484375,3682.28662109375,146.45693969726562,0.8307409882545471,511.9103698730469,46311.74609375,3683.047119140625,146.536865234375,0.8312810063362122,1622547014,24582667004,9776191466,691648227,1156464024
2022-01-02,531.3966674804688,47345.21875,3829.56494140625,151.2554931640625,0.8591179847717285,531.3966674804688,47345.21875,3829.56494140625,151.2554931640625,0.8591179847717285,533.3710327148438,47881.40625,3836.161865234375,152.93603515625,0.8635579943656921,518.7535400390625,46856.9375,3727.357421875,148.66310119628906,0.839156985282898,527.2916259765625,47680.92578125,3769.29833984375,150.685302734375,0.8494420051574707,1462276185,27951569547,9881471548,680239631,1134033205
2022-01-03,512.135986328125,46458.1171875,3761.38037109375,148.4615936279297,0.8328850269317627,512.135986328125,46458.1171875,3761.38037109375,148.4615936279297,0.8328850269317627,532.0955810546875,47510.7265625,3836.19873046875,151.26339721679688,0.8591070175170898,510.65216064453125,45835.96484375,3698.047607421875,146.6741943359375,0.8240519762039185,531.3888549804688,47343.54296875,3829.53564453125,151.26339721679688,0.8591070175170898,1949153130,33071628362,12080777893,755658603,1428968710
2022-01-04,507.506103515625,45897.57421875,3794.056640625,146.81228637695312,0.8246729969978333,507.506103515625,45897.57421875,3794.056640625,146.81228637695312,0.8246729969978333,519.70166015625,47406.546875,3876.78515625,151.33206176757812,0.8440759778022766,503.2153625488281,45752.46484375,3723.349853515625,146.5630645751953,0.8196150064468384,512.1303100585938,46458.8515625,3761.361572265625,148.4677734375,0.832850992679596,2200879165,42494677905,14030925983,789511706,1514079366
2022-01-05,475.05694580078125,43569.00390625,3550.386962890625,136.089111328125,0.7743579745292664,475.05694580078125,43569.00390625,3550.386962890625,136.089111328125,0.7743579745292664,515.2391967773438,46929.046875,3842.059814453125,149.54522705078125,0.8355330228805542,462.05755615234375,42798.22265625,3456.745361328125,132.1007537841797,0.7327039837837219,507.5978088378906,45899.359375,3794.26904296875,146.81129455566406,0.8247140049934387,2870757788,36851084859,18061338502,1304198400,2252733064
2022-01-06,473.2756042480469,43160.9296875,3418.408203125,136.5037841796875,0.7813460230827332,473.2756042480469,43160.9296875,3418.408203125,136.5037841796875,0.7813460230827332,481.0628356933594,43748.71875,3549.708984375,137.7505340576172,0.7892169952392578,460.2485046386719,42645.5390625,3335.376708984375,133.3151397705078,0.7442920207977295,475.0790710449219,43565.51171875,3549.708984375,136.0773162841797,0.7742999792098999,4400228627,30208048289,24293791313,1136595284,2165022786
2022-01-07,447.7884826660156,41557.90234375,3193.21044921875,131.4884490966797,0.7630739808082581,447.7884826660156,41557.90234375,3193.21044921875,131.4884490966797,0.7630739808082581,474.29620361328125,43153.5703125,3420.4619140625,136.52577209472656,0.7812700271606445,439.260009765625,41077.4453125,3117.38134765625,128.08090209960938,0.7346169948577881,473.00006103515625,43153.5703125,3417.837890625,136.4918670654297,0.7812700271606445,4613172287,84196607520,24494179209,1364180297,2329624598
2022-01-08,430.24615478515625,41733.94140625,3091.97265625,130.13748168945312,0.7476879954338074,430.24615478515625,41733.94140625,3091.97265625,130.13748168945312,0.7476879954338074,458.4837951660156,42228.94140625,3240.304443359375,134.629150390625,0.7750840187072754,419.1954650878906,40672.27734375,3020.880859375,126.74758911132812,0.7278029918670654,447.8568115234375,41561.46484375,3193.50244140625,131.49484252929688,0.7631059885025024,4068139021,28066355845,16037732700,1002118315,1792091501
2022-01-09,438.8030700683594,41911.6015625,3157.75146484375,131.29832458496094,0.7545049786567688,438.8030700683594,41911.6015625,3157.75146484375,131.29832458496094,0.7545049786567688,444.4932556152344,42663.94921875,3206.790771484375,132.4771728515625,0.7663210034370422,428.239501953125,41338.16015625,3075.911376953125,128.80877685546875,0.7415339946746826,430.25311279296875,41734.7265625,3091.6962890625,130.13734436035156,0.7477329969406128,3347862691,21294384372,12334683863,710682825,1182503166
2022-01-10,424.93377685546875,41821.26171875,3083.097900390625,126.83382415771484,0.7393350005149841,424.93377685546875,41821.26171875,3083.097900390625,126.83382415771484,0.7393350005149841,445.0361633300781,42199.484375,3177.21337890625,131.51531982421875,0.7585129737854004,408.69879150390625,39796.5703125,2947.68359375,122.6286849975586,0.7054790258407593,438.78564453125,41910.23046875,3157.570556640625,131.3038787841797,0.7544280290603638,4156063326,32104232331,19535744145,1097888042,2014043704
2022-01-11,463.518310546875,42735.85546875,3238.111572265625,131.54498291015625,0.7705540060997009,463.518310546875,42735.85546875,3238.111572265625,131.54498291015625,0.7705540060997009,467.28106689453125,43001.15625,3247.511962890625,133.20668029785156,0.7734609842300415,422.00091552734375,41407.75390625,3061.140625,126.28759002685547,0.7341510057449341,424.8912048339844,41819.5078125,3082.990966796875,126.8260498046875,0.7393559813499451,4600615710,26327648900,15211447193,834900749,1897366203
2022-01-12,487.0074157714844,43949.1015625,3372.25830078125,141.73719787597656,0.7995479702949524,487.0074157714844,43949.1015625,3372.25830078125,141.73719787597656,0.7995479702949524,489.3273010253906,44135.3671875,3401.219970703125,141.74012756347656,0.8060479760169983,457.1161193847656,42528.98828125,3216.718017578125,131.27281188964844,0.7596459984779358,463.562744140625,42742.1796875,3238.449951171875,131.5546875,0.7706080079078674,4131335431,33499938689,16662871689,881585292,1976047994
