Date,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD
2018-06-01,0.03291709407229537,-0.14546906905498158,-0.21200741409464097,-0.31082200760587475,-0.23893530044292277
2018-07-01,-0.06016795958018373,0.2149344068404513,-0.0468232097723833,-0.02054341082705713,-0.06653151448047256
2018-08-01,-0.20047334102527503,-0.09547787385747553,-0.3477171692332972,-0.22304001056789013,-0.22952036630646644
2018-09-01,-0.09043194595181514,-0.058545695389234265,-0.1772271451640297,-0.012653912631230835,0.734316991612509
2018-10-01,-0.06516806012704168,-0.046479119136965674,-0.15231829090663396,-0.19136463966580441,-0.2290172272482185
2018-11-01,-0.4577048967644386,-0.3641157587086258,-0.42663468557722395,-0.35146059349917846,-0.19163789282205113
2018-12-01,0.21387118790348314,-0.0683469654808112,0.1784623615407288,-0.0497910615382513,-0.026897200552673417
2019-01-01,0.01682213858194137,-0.07612356891843053,-0.19725266125594398,0.03885859406124559,-0.12097889884357627
2019-02-01,0.6535509308137473,0.11481101020191953,0.2772739902318164,0.4607923081706764,0.01626258449178808
2019-03-01,0.6788587976255067,0.06501500614248945,0.03486642530151851,0.31399231355570945,-0.018563669859518295
2019-04-01,0.27159264873178435,0.3033373026312973,0.14593550671600175,0.22262183861113916,0.0007987661530164392
2019-05-01,0.47995333994922484,0.6024930171574245,0.6533274844738468,0.5419440737466572,0.4171502897983119
2019-06-01,-0.00933435918522818,0.26154910600902714,0.08422710258726118,0.06733336051052619,-0.09613653779625464
2019-07-01,-0.14789016581845926,-0.067626591766352,-0.24782536943366706,-0.1941898728836936,-0.190463957557378
2019-08-01,-0.23073774761603483,-0.045110118116522324,-0.21122104426618848,-0.34446930791543606,-0.19228190702400338
2019-09-01,-0.2540798373805234,-0.13880620170759905,0.04292009717791245,-0.13192417586156702,-0.012619456086116365
2019-10-01,0.26083608585709794,0.10920318227380199,0.02276455800147681,0.04858951171222947,0.15795151336460123
2019-11-01,-0.21421159421782543,-0.1771770232076748,-0.17083088098194033,-0.19232943284329085,-0.23580935837083283
2019-12-01,-0.1265153416978526,-0.0496762414464359,-0.15031388415600488,-0.12923225683644213,-0.14827311246246577
2020-01-01,0.3265919509678572,0.29984019674608997,0.3900083551355238,0.6419780951498617,0.24023041666534706
2020-02-01,0.07540021269825825,-0.08031850219040493,0.22029474606412824,-0.13754126203580241,-0.033607386767264824
2020-03-01,-0.35755987901482167,-0.25127763815543147,-0.3923380856957722,-0.32871689896861,-0.24494685822199025
2020-04-01,0.35387928388048895,0.34477896223547644,0.553982393067973,0.188679040157546,0.2188206722735706
2020-05-01,0.00038138069441062683,0.09268347920493625,0.11258875882296215,-0.024021378758431577,-0.04631958946499293
2020-06-01,-0.09547213126314136,-0.034146858566219795,-0.020178336529868335,-0.0904567147652301,-0.13324394859258704
2020-07-01,0.34090481609314316,0.23916341296986676,0.5268747244093426,0.3986309594938906,0.4721328715529576
2020-08-01,0.12216404097392952,0.03155866679660524,0.259076483677003,0.0537199622411777,0.08830294805900563
2020-09-01,0.2629160849017891,-0.07673511599209437,-0.17270828515420789,-0.24122763077447407,-0.14189785644885622
2020-10-01,-0.029349108264680512,0.27785306210931693,0.07404740740640259,0.1988033070088846,-0.008437339184079962
2020-11-01,0.1041661677113701,0.4241232777902142,0.590423966544446,0.5753592705460016,1.771026593598699
2020-12-01,0.1905930793145405,0.477731740726012,0.19998759130319121,0.4238178548535001,-0.6690745779211311
2021-01-01,0.18460919647806295,0.14180671257315614,0.78229891023216,0.03914091367713346,1.2393585572078436
2021-02-01,3.733364200599551,0.36308750593940786,0.07685460400671462,0.2728728184349789,-0.1571375499362353
2021-03-01,0.44131842138448496,0.30531110958991947,0.3547286344036904,0.1974928083176215,0.38297349117090596
2021-04-01,1.066057891405499,-0.019835020649767054,0.44561190417800023,0.3730041509503641,1.7735842119235672
2021-05-01,-0.4322378154738572,-0.3535455959448175,-0.021008788054218575,-0.3065763235201934,-0.3424633249622584
2021-06-01,-0.14402836909241368,-0.06139416614323989,-0.1622123668754838,-0.2334573428900082,-0.325067091844609
2021-07-01,0.09974986916906836,0.18793385485283132,0.11503929513799482,0.005532132567922732,0.05862616191779435
2021-08-01,0.3923528738481099,0.1331010952575873,0.3538834398183497,0.1844022689010072,0.5881455474185038
2021-09-01,-0.16657680640643524,-0.07157155076344934,-0.1258262517678288,-0.10783708489146393,-0.19784301782368074
2021-10-01,0.3547461404333878,0.4002672858735883,0.4285585776905292,0.25249028391483375,0.16859643436791782
2021-11-01,0.18747537447386486,-0.07034580264960633,0.08008368503853802,0.08444620972377592,-0.10284600688776135
2021-12-01,-0.17820285648947243,-0.18768354629620299,-0.20486893940488138,-0.2956514537638564,-0.1678001101913118
2022-01-01,-0.2666186893840512,-0.16894668246945244,-0.27001171567556326,-0.2520363487152142,-0.2550810883724819
2022-02-01,0.05418689808407473,0.1223941500332939,0.08589970747939146,0.03546820465418854,0.26309491983564626
2022-03-01,0.0841825942952743,0.05430112933630005,0.12415781888640076,0.09025309715235452,0.04158333346671217
2022-04-01,-0.11925009123267671,-0.17180562778839858,-0.16804268000951372,-0.22268763522770052,-0.27925732519759083
2022-05-01,-0.1516347117660859,-0.15703524015723236,-0.2885732119152148,-0.288611409677748,-0.28142827540954585
2022-06-01,-0.31572453906317255,-0.37768830820493093,-0.45050535928269975,-0.21579675374215845,-0.21433063370103
2022-07-01,0.2931114703113704,0.17954101668545608,0.5754887850279162,0.1167057059444323,0.1478663628600656
